,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword
5016,2391.0,student register regarding.,"respected sir/madam,i am a student pursuing b tech 2nd year in mvgrce in andhrapradesh. i am very eager to learn openmodelica so i have registered in nptel-swayam. i am unable to register in your website due to my college is not listed in the colleges list.kindly solve my problem and help me to utilize this lockdown period in an effective manner.thanking you . ","delighted to know that you are interested in knowing about a possibletest and a certificate in the spoken tutorial courses.our tests are offered ""only through colleges"" at a nominal cost.  we suggestthat you study using our course material during the covid-19 lock down.our tutorials are created for self learning.  please use the forum to ask yourdoubts, as explained in a video on the course page.on your return after your college reopens, tests can be arranged inyour colleges.  for more details, please contact your state representative athttps://process.spoken-tutorial.org/index.php/software-training#contacts_for_training- both phone numbers and email addresses are given in this link.",OpenModelica,Overview-of-OpenModelica,"OpenModelica, video tutorial"
5017,1115.0,how to crteate two blocks and connect between them.,"  i want to create two blocks and connect between them such that the second block's inputs are the first block's outputs,can anyone help me, please?thank you","communicating data between objects/blocks can be achieved by use of connector classes. connector classes are kind of ports. note that there are no equations allowed in the definition of connector classes.please refer to the book ""modelica by example"" to learn more about how to create and define a connector in modelica.",OpenModelica,Block-Component-Modeling,"openmodelica, modelica, modelica library, blocks, connectors, so, mo, siso, mimo, arithmetic operations using blocks, video tutorial"
5018,1115.0,how to crteate two blocks and connect between them.,"  i want to create two blocks and connect between them such that the second block's inputs are the first block's outputs,can anyone help me, please?thank you",kindly go through the openmodelica connectors tutorial.,OpenModelica,Block-Component-Modeling,"openmodelica, modelica, modelica library, blocks, connectors, so, mo, siso, mimo, arithmetic operations using blocks, video tutorial"
5019,2061.0,function calls of blocks,"how the function calls to sum, product are made when we simulate main class?","sum mysum(nin = 2) ""number of input signals is 2""; product myproduct(nin = 2) ""number of input signals is 2""; the above two lines of code are used to instantiate the sum and product blocks in the main class. mysum is the instance name of the sum block and myproduct is the instance name of the product block. therefore in the equation section of the main class, mysum and myproduct are used. when you simulate the main class, all the equations of sum and product blocks (which are already instantiated in the main class) gets appended with the equations of the main class and are solved together.",OpenModelica,Block-Component-Modeling,"openmodelica, modelica, modelica library, blocks, connectors, so, mo, siso, mimo, arithmetic operations using blocks, video tutorial"
5020,1119.0,scilab,what is the difference between scilab and matlab,"matlab has a support for a variety\r\n of packages and libraries like robotic toolkit, aerospace toolkit, \r\nmachine learning toolkit etc whereas scilab doesn\u2019t have such a large \r\nbase for scientific libraries.",Scilab,Digital-Signal-Processing,"scilab, plotting continuous and discrete sine wave, plotting step function, plotting ramp function, video tutorial, spoken tutorial"
5021,1119.0,scilab,what is the difference between scilab and matlab,"matlab has a support for a variety of packages and libraries like robotic toolkit, aerospace toolkit, machine learning toolkit etc whereas scilab doesn\u2019t have such a large base for scientific libraries.matlab is developed by engineers and mathematicians working for mathworks inc and scilab is developed by developers around the world just like ms office (developed by microsoft) and libre office (developed by collaboration)matlab software is licence version and scilab software is an open source software.",Scilab,Digital-Signal-Processing,"scilab, plotting continuous and discrete sine wave, plotting step function, plotting ramp function, video tutorial, spoken tutorial"
5022,1187.0,meaning of the instruction for 24th tutorial  in instruction sheet,24th tutorial: dsp4th instruction says: this will cause............magnitude of 10-16what does it mean?,"instead of dft(), use fft()",Scilab,Digital-Signal-Processing,"scilab, plotting continuous and discrete sine wave, plotting step function, plotting ramp function, video tutorial, spoken tutorial"
5023,1188.0,meaning of the instruction for 24th tutorial  in instruction sheet,24th tutorial: dsp4th instruction says: this will cause............magnitude of 10-16what does it mean?,it means that the output will be of the order of 10^-16 which is very close to zero.,Scilab,Digital-Signal-Processing,"scilab, plotting continuous and discrete sine wave, plotting step function, plotting ramp function, video tutorial, spoken tutorial"
5024,1223.0,dft function,"while implementing dft it is showing undefined  variable-->[xf]=dft{x,-1}       !--error 4 undefined variable: dft  ","if you read your instruction sheet, you will find that you have to use fft instead of dft.",Scilab,Digital-Signal-Processing,"scilab, plotting continuous and discrete sine wave, plotting step function, plotting ramp function, video tutorial, spoken tutorial"
5025,1223.0,dft function,"while implementing dft it is showing undefined  variable-->[xf]=dft{x,-1}       !--error 4 undefined variable: dft  ","as it is mentioned in the instruction sheet that, 'dft' function is obsolete. please use 'fft' instead of 'dft'.",Scilab,Digital-Signal-Processing,"scilab, plotting continuous and discrete sine wave, plotting step function, plotting ramp function, video tutorial, spoken tutorial"
5026,1244.0,digital signal processing,please eleborate some differences between scilab & matlab.,scilab is free and open-source but matlab is proprietary.both are numerical computational tools.,Scilab,Digital-Signal-Processing,"scilab, plotting continuous and discrete sine wave, plotting step function, plotting ramp function, video tutorial, spoken tutorial"
5027,1244.0,digital signal processing,please eleborate some differences between scilab & matlab.,almost similar functions defined in scilab & matlab,Scilab,Digital-Signal-Processing,"scilab, plotting continuous and discrete sine wave, plotting step function, plotting ramp function, video tutorial, spoken tutorial"
5028,1244.0,digital signal processing,please eleborate some differences between scilab & matlab.,"for programming part scilab is best one, and it takes less space and memory to run it. where as matlab consumes large amount of space and memory while running. ",Scilab,Digital-Signal-Processing,"scilab, plotting continuous and discrete sine wave, plotting step function, plotting ramp function, video tutorial, spoken tutorial"
5029,1245.0,fft and inverse fft,"inverse fft showing wrong resulty  =     10.  - 2. + 2.i  - 2.  - 2.    2.i   -->x=fft(y,1) x  =           column 1 to 4     0.8 + 0.8i    2.5236068 - 0.1332090i    2.0763932 - 0.8823277i    2.0763932 - 0.4120995i            column 5     2.5236068 + 0.6276362i   ","you have written vector y incorrectly,type y =[10 -2+2*%i -2 -2-2*%i]",Scilab,Digital-Signal-Processing,"scilab, plotting continuous and discrete sine wave, plotting step function, plotting ramp function, video tutorial, spoken tutorial"
5030,1245.0,fft and inverse fft,"inverse fft showing wrong resulty  =     10.  - 2. + 2.i  - 2.  - 2.    2.i   -->x=fft(y,1) x  =           column 1 to 4     0.8 + 0.8i    2.5236068 - 0.1332090i    2.0763932 - 0.8823277i    2.0763932 - 0.4120995i            column 5     2.5236068 + 0.6276362i   ",,Scilab,Digital-Signal-Processing,"scilab, plotting continuous and discrete sine wave, plotting step function, plotting ramp function, video tutorial, spoken tutorial"
5031,1255.0,dft function,"while implementing dft it is showing undefined variable-->[xf]=dft{x,-1}!--error 4undefined variable: dft","as it is mentioned in the instruction sheet that, 'dft' function is obsolete. please use 'fft' instead of 'dft'.",Scilab,Digital-Signal-Processing,"scilab, plotting continuous and discrete sine wave, plotting step function, plotting ramp function, video tutorial, spoken tutorial"
5032,2546.0,discrete fourier transform using dft,my scilab version 6. 0.2 is not identifying dft function showing undefined variable while calling it,"hi,please take a look at point no. 9 of the following instruction sheet concerning your query.'https://spoken-tutorial.org/media/videos/29/scilab-instruction-sheet-english.pdf'",Scilab,Digital-Signal-Processing,"scilab, plotting continuous and discrete sine wave, plotting step function, plotting ramp function, video tutorial, spoken tutorial"
5033,2546.0,discrete fourier transform using dft,my scilab version 6. 0.2 is not identifying dft function showing undefined variable while calling it,"the command dft() has been removed in the latest versions of scilab. see the help for fft() here. see the last example on that page on ""using explicit formula for  1-d discrete fourier transform"".rupak",Scilab,Digital-Signal-Processing,"scilab, plotting continuous and discrete sine wave, plotting step function, plotting ramp function, video tutorial, spoken tutorial"
