,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword
5253,2213.0,error,"cat primes.txt  file ""<ipython-input-2-b296f9e207f4>"", line 1    cat primes.txt        ^syntaxerror: invalid syntax",the cat command is used in linux and macos. for windows use !type primes.txt.make sure the file primes.txt is located in the current working directory. to check the current working directory type %pwd inside ipython terminal.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5254,2218.0,cat command,the cat command on windows does not work,the cat command is used in linux and macos. for windows use !type primes.txt.make sure the file primes.txt is located in the current working directory. to check the current working directory type %pwd inside ipython terminal.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5255,2222.0,syntax error,"when tried to use cat prime.txt, it says invalid syntax.tried to give the complete path also, still the error",cat is a linux command. to open the file in windows type !type <path-to-file/filename> inside ipython terminal.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5256,2269.0,use of text(.txt) file,"my question is between sequesnce 1.12 to1.22 seconds. i downloaded the zip file of the code which contains primes.txt, pendulum.txt and saved it. after that when i use ""cat"" comd to extract the prime numbers or pendulum details from the list it is giving a syntax error and i cannot proceed further wrt loading of the prime numbers etc as being taught.how did you use the text file so that when i use cat comd the numbers get displayed on the console. i feel it cannot read the file.thanks",download all the files present below the video. extract the files if it is a zip filecopy all the downloaded files into the current working directory.to check the current working directory type %pwd inside the ipython terminal.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5257,2269.0,use of text(.txt) file,"my question is between sequesnce 1.12 to1.22 seconds. i downloaded the zip file of the code which contains primes.txt, pendulum.txt and saved it. after that when i use ""cat"" comd to extract the prime numbers or pendulum details from the list it is giving a syntax error and i cannot proceed further wrt loading of the prime numbers etc as being taught.how did you use the text file so that when i use cat comd the numbers get displayed on the console. i feel it cannot read the file.thanks",i also have the same problem.were u able to solve it?i think cat command dosen't work in windows.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5258,2302.0,loading file,"i am using python 3.7 version in windows 10.the 'cat' function is not available and the file is not opening.please, provide the required solution.i have tried the other way by load function also but it is not opening.","steps to open or load the files:-1. download the resources file available in the tutorial. extract it in case of a zip file.2. check the current working directory of ipython by typing %pwd command inside the ipython terminal.3. copy all the files into the current working directory as shown by the %pwd command.4. to check the contents of the file type !type <filename> in the ipython terminal.5. to load the file using loadtxt command type loadtxt(""<filename>"") in the ipython terminal.",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5259,2302.0,loading file,"i am using python 3.7 version in windows 10.the 'cat' function is not available and the file is not opening.please, provide the required solution.i have tried the other way by load function also but it is not opening."," !type <filename>   it worked loadtxt(""<filename>"")  this is not workingmy command is pendsemi=loadtxt(""pendulum_semicolon.txt"")",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5260,2339.0,cat command,"as per teacher following and when cat command is entered, error is comming, no list of prime number is displayed on terminal, as it is on tutorial terminal...",cat command is a linux command. type !type <filename> in the ipython terminal,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5261,2347.0,loadtxt is not working for pendulum.txt,"i kept all files in default location as well as d:\\python fdp\\pendulum_semicolon.txt'in [48]: cat pendulum_semicolon.txt  file ""<ipython-input-48-e05dcfac3bb1>"", line 1    cat pendulum_semicolon.txt                         ^syntaxerror: invalid syntaxin [49]:  pendsemi=loadtxt(""pendulum_semicolon.txt"")---------------------------------------------------------------------------valueerror: could not convert string to float: '1.0000e-01;6.9004e-01'in [52]: open(""d:\python fdp\pendulum_semicolon.txt"")out[52]: <_io.textiowrapper name='d:\python fdp\pendulum_semicolon.txt' mode='r' encoding='cp1252'>any problem with windows version?","cat is a linux specific command. in windows, type !type pendulum_semicolon.txt inside ipython terminaltry to add a delimiter in the loadtxt command. the command should be pendsemi=loadtxt(""pendulum_semicolon.txt"", delimiter="";"")",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5262,2348.0,cat command not working,"cat command not working.in [22]: cat prime.txt  file ""<ipython-input-22-628c075c3ac5>"", line 1    cat prime.txt            ^syntaxerror: invalid syntax","cat is a linux specific command. in windows, type !type pendulum_semicolon.txt inside ipython terminal",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5263,2374.0,unit-iv,i am not able to use cat commandit gives syntax errori am using windows osi tried !type but it said syntax incorrecteven i m not able to execute in jupyter,"you can also try %pycathowever it looks like you are doing something that is unexpected, since the system should not throw a syntax error if it cannot find the command.can you add what code you are inputting and can you paste the complete error here?",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5264,2374.0,unit-iv,i am not able to use cat commandit gives syntax errori am using windows osi tried !type but it said syntax incorrecteven i m not able to execute in jupyter,the syntax of the command is incorrect.in [16]:!type<primes.txt>the syntax of the command is incorrect.in [16]:,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5265,2389.0,cat command not working,downloaded primes.txt from code files.where to save it for proper working of cat command.as per video cat command not working for windows,cat command is a linux command. copy the files in the current working directory.to check the current working directory type %pwd inside ipython terminal.after copying it type !type primes.txt to show the file contents inside ipython terminal.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5266,2430.0,cat command,i am using python 3.6.7 and ipython 7.13.0 on windows can't find cat command in this version,try using !type <filename> for windows.thanks,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5267,2480.0,doubt in cat command, cat c:/users/monish naware/desktop/archana/python/loading-data-from-files-codefiles/pendulum_semicolon.txtsyntaxerror: invalid syntax,use !type <filename.txt> instead of cat. cat is a linux command.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5268,2480.0,doubt in cat command, cat c:/users/monish naware/desktop/archana/python/loading-data-from-files-codefiles/pendulum_semicolon.txtsyntaxerror: invalid syntax,use!type<filename.txt>instead of cat.cat is a linux command,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5269,2481.0,loadtxt doubt,"sir , u have used only one variable to read data.txt but it contains 3 columnsx=loadtxt(""data.txt"",unpacked=true,delimiter="":"")how three sequences are stored only in variable.in the video prevously we used l and m variables asl,m=loadtxt(""pendulum_semicolon.txt"",unpacked=true,delimiter="";"")","when you run x=loadtxt(""data.txt"",unpack=true,delimiter="":"") all the columns of the file are stored in the single variable as a array. each column in the file becomes a row in the array.you can also do x,y,z = loadtxt(""data.txt"",unpack=true,delimiter="":""), this will store the first column in x, second column in y and third column in z.when you run l,m=loadtxt(""pendulum_semicolon.txt"",unpack=true,delimiter="";"") individual column is stored in separate variable. here, 1st column from </span>pendulum_semicolon.txt is stored in l and 2nd column is stored in m.",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
