,Unnamed: 0,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword,cos
5438,5438,1488.0,use of dtype?,"sir/madam,i am not clear with the explanation given in video about dtype? is it come only in output just as a message or can do we also use in any input commands also?",dtype is nothing but datatype like int and float. you can pass it as parameter in most functions.,Python-3.4.3,Getting-started-with-arrays,"Python, Creating arrays, Array operations, Identity matrix, zeros(), zeros_like(), ones(), ones_like()  functions, video tutorial.",0.0
5436,5436,1486.0,clarity of zeros method,"sir/madam,what is exactly the use of zero method? it let us create arrays only with zero elements? where we use such arrays?",if you want to initialize an array with all the elements as zeroes you use zero method. ,Python-3.4.3,Getting-started-with-arrays,"Python, Creating arrays, Array operations, Identity matrix, zeros(), zeros_like(), ones(), ones_like()  functions, video tutorial.",0.0
5434,5434,1486.0,clarity of zeros method,"sir/madam,what is exactly the use of zero method? it let us create arrays only with zero elements? where we use such arrays?",if you want to initialize an array with all the elements as zeroes you use zero method. ,Python-3.4.3,Getting-started-with-arrays,"Python, Creating arrays, Array operations, Identity matrix, zeros(), zeros_like(), ones(), ones_like()  functions, video tutorial.",0.0
5432,5432,1469.0,getting started with arrays,"just had query regarding the dtype when we print array,i am getting <u11 as the data type can you just explain what does it mean.","dtype indicates the data type(int, float) of the data.",Python,Getting-started-with-arrays,"Python, Creating arrays, Array operations, Identity matrix, zeros(), zeros_like(), ones(), ones_like()  functions, video tutorial.",0.0
5430,5430,1469.0,getting started with arrays,"just had query regarding the dtype when we print array,i am getting <u11 as the data type can you just explain what does it mean.","dtype indicates the data type(int, float) of the data.",Python,Getting-started-with-arrays,"Python, Creating arrays, Array operations, Identity matrix, zeros(), zeros_like(), ones(), ones_like()  functions, video tutorial.",0.0
5428,5428,1458.0,arrays,why we put array in square brackets i.e. [],that is because that is how an array is created/defined in python.,Python,Getting-started-with-arrays,"Python, Creating arrays, Array operations, Identity matrix, zeros(), zeros_like(), ones(), ones_like()  functions, video tutorial.",0.0
5426,5426,1458.0,arrays,why we put array in square brackets i.e. [],that is because that is how an array is created/defined in python.,Python,Getting-started-with-arrays,"Python, Creating arrays, Array operations, Identity matrix, zeros(), zeros_like(), ones(), ones_like()  functions, video tutorial.",0.0
5424,5424,2007.0,error no such file or directory,hello!! i am using windows 10 with ipython 3.6.8 and i am facing a problem in which the command prompt is saying '[errno 2] no such file or directory: pedulum.txt '. even though i have downloaded and extracted it in the same folder as the python folder . i have even checked the path again and again and even uninstalled and re-installed python but it returns with the same error as before. can you please help me to solve this problem because it is causing a delay in my learning. thank you!!!,the name of the file is pendulum.txtand not pedulum.txt,Python-3.4.3,Getting-started-with-files,"Python, Opening and closing file, Read the contents of file, Appends the lines of a file, video tutorial.",0.0
5422,5422,2007.0,error no such file or directory,hello!! i am using windows 10 with ipython 3.6.8 and i am facing a problem in which the command prompt is saying '[errno 2] no such file or directory: pedulum.txt '. even though i have downloaded and extracted it in the same folder as the python folder . i have even checked the path again and again and even uninstalled and re-installed python but it returns with the same error as before. can you please help me to solve this problem because it is causing a delay in my learning. thank you!!!,the name of the file is pendulum.txtand not pedulum.txt,Python-3.4.3,Getting-started-with-files,"Python, Opening and closing file, Read the contents of file, Appends the lines of a file, video tutorial.",0.0
5420,5420,1491.0,about file path,"when i open a file created in notepad,it gives a syntax error bcoz of "":"",then i remove the colon but it gives the another error also i.e invalid syntax.","it is really difficult to answer your question unless you show me the code you have written. can you please share your code so that i can help you better with your issue. try posting the code here, if it doesn't work out use code sharing platform called as https://pastebin.com/thanks",Python,Getting-started-with-files,"Python, Opening and closing file, Read the contents of file, Appends the lines of a file, video tutorial.",0.0
5418,5418,1491.0,about file path,"when i open a file created in notepad,it gives a syntax error bcoz of "":"",then i remove the colon but it gives the another error also i.e invalid syntax.","it is really difficult to answer your question unless you show me the code you have written. can you please share your code so that i can help you better with your issue. try posting the code here, if it doesn't work out use code sharing platform called as https://pastebin.com/thanks",Python,Getting-started-with-files,"Python, Opening and closing file, Read the contents of file, Appends the lines of a file, video tutorial.",0.0
5416,5416,1457.0,code file,"sirafter downloading the code file, how to open the file in the terminal window.thnks",within the ipython console you can use loadtxtin the terminal (linux or windows) you can use the os specific commands such as cat for linux and type for windows,Python,Getting-started-with-files,"Python, Opening and closing file, Read the contents of file, Appends the lines of a file, video tutorial.",0.0
5414,5414,1457.0,code file,"sirafter downloading the code file, how to open the file in the terminal window.thnks",within the ipython console you can use loadtxtin the terminal (linux or windows) you can use the os specific commands such as cat for linux and type for windows,Python,Getting-started-with-files,"Python, Opening and closing file, Read the contents of file, Appends the lines of a file, video tutorial.",0.0
5412,5412,1457.0,code file,"sirafter downloading the code file, how to open the file in the terminal window.thnks",%load <filename>,Python,Getting-started-with-files,"Python, Opening and closing file, Read the contents of file, Appends the lines of a file, video tutorial.",0.0
5410,5410,1457.0,code file,"sirafter downloading the code file, how to open the file in the terminal window.thnks",%load <filename>,Python,Getting-started-with-files,"Python, Opening and closing file, Read the contents of file, Appends the lines of a file, video tutorial.",0.0
5388,5388,3329.0,loading data error,"l=np.loadtxt(""football.txt"",usecols=(1,2),delimiter=',')traceback (most recent call last):  file ""<ipython-input-2-8d4e42947062>"", line 1, in <module>    l=np.loadtxt(""football.txt"",usecols=(1,2),delimiter=',')  file ""c:\users\91808\anaconda3\lib\site-packages\numpy\lib\npyio.py"", line 981, in loadtxt    fh = np.lib._datasource.open(fname, 'rt', encoding=encoding)  file ""c:\users\91808\anaconda3\lib\site-packages\numpy\lib\_datasource.py"", line 269, in open    return ds.open(path, mode, encoding=encoding, newline=newline)  file ""c:\users\91808\anaconda3\lib\site-packages\numpy\lib\_datasource.py"", line 623, in open    raise ioerror(""%s not found."" % path)oserror: football.txt not found.present working directory 'c:\\users\\91808'using spyder(python 3.8)","please not the error is that the txt file was not found, in your loadtxt command please provide the full path of the football.txt file, if this path is not provided the system looks for the file in the current directory from where the interpreter is running and fails to find the file. ",Python-3.4.3,Statistics,"Python, Statistical operations, mean, median, standard deviation, video tutorial.",0.0
5386,5386,3329.0,loading data error,"l=np.loadtxt(""football.txt"",usecols=(1,2),delimiter=',')traceback (most recent call last):  file ""<ipython-input-2-8d4e42947062>"", line 1, in <module>    l=np.loadtxt(""football.txt"",usecols=(1,2),delimiter=',')  file ""c:\users\91808\anaconda3\lib\site-packages\numpy\lib\npyio.py"", line 981, in loadtxt    fh = np.lib._datasource.open(fname, 'rt', encoding=encoding)  file ""c:\users\91808\anaconda3\lib\site-packages\numpy\lib\_datasource.py"", line 269, in open    return ds.open(path, mode, encoding=encoding, newline=newline)  file ""c:\users\91808\anaconda3\lib\site-packages\numpy\lib\_datasource.py"", line 623, in open    raise ioerror(""%s not found."" % path)oserror: football.txt not found.present working directory 'c:\\users\\91808'using spyder(python 3.8)","please not the error is that the txt file was not found, in your loadtxt command please provide the full path of the football.txt file, if this path is not provided the system looks for the file in the current directory from where the interpreter is running and fails to find the file. ",Python-3.4.3,Statistics,"Python, Statistical operations, mean, median, standard deviation, video tutorial.",0.0
